asset_id,asset_class,source_layer,source_id,shape,diameter_m,width_m,height_m,barrels,slope_used,slope_basis,roughness_n,area_m2,data_capacity_m3s,nominal_fallback_m3s,capacity_method,best_guess_capacity_m3s,partial_blockage_capacity_m3s,post_widening_capacity_m3s,confidence,basis,dimension_refinement_note,dimension_provider,dimension_source_method,dimension_source_reference,topology_connected_local_count,topology_connected_mcg_local_count,topology_connected_local_capacity_sum_m3s,topology_connected_local_capacity_median_m3s,topology_connected_mcg_local_capacity_median_m3s,topology_capacity_floor_m3s,topology_capacity_floor_basis,topology_downstream_endpoint_closer_to_main_leg,topology_endpoint_elevation_drop_m,topology_endpoint_distance_change_to_main_leg_m,topology_flow_orientation_note,topology_capacity_check,topology_suggested_capacity_m3s,topology_model_capacity_m3s
SWD-LINE-2088,local storm drain,STORM_WATER_DRAIN,SWD-LINE-2088,box drain,,0.9144,0.9144,1.0,0.01322,surface slope proxy; replace with surveyed invert slope,0.015,0.836,2.396,,source-data Manning estimate,2.396,1.438,2.755,medium where diameter/depth exists; field-check invert and blockage,BOX + depth field; square box assumed where width missing,,AIReSQ_inferred,AIReSQ_square_box_width_assumption_from_MCG_depth,STORM_WATER_DRAIN:SWD-LINE-2088,,,,,,,,False,0.49,-76.061,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,2.396
SWD-LINE-1595,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1595,circular pipe,0.3,,,1.0,0.0151,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.119,,source-data Manning estimate,0.119,0.071,0.137,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1595,,,,,,,,True,0.052,-0.323,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.119
SWD-LINE-1594,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1594,circular pipe,0.3,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.071,0.037,,source-data Manning estimate,0.037,0.022,0.043,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1594,,,,,,,,False,0.487,-96.345,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.037
SWD-LINE-1596,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1596,circular pipe,0.3,,,1.0,0.00681,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.08,,source-data Manning estimate,0.08,0.048,0.092,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1596,,,,,,,,False,0.647,-151.364,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.08
SWD-LINE-1601,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1601,circular pipe,0.3,,,1.0,0.00924,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.093,,source-data Manning estimate,0.093,0.056,0.107,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1601,,,,,,,,False,0.067,-89.642,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.093
SWD-LINE-1600,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1600,circular pipe,0.3,,,1.0,0.01337,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.112,,source-data Manning estimate,0.112,0.067,0.129,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1600,,,,,,,,True,0.077,-2.626,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.112
SWD-LINE-1584,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1584,circular pipe,0.3,,,1.0,0.00144,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.037,,source-data Manning estimate,0.037,0.022,0.043,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1584,,,,,,,,False,1.102,-282.964,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.037
SWD-LINE-1614,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1614,circular pipe,0.3,,,1.0,0.00121,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.034,,source-data Manning estimate,0.034,0.02,0.039,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1614,,,,,,,,False,0.443,-100.79,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.034
SWD-LINE-1585,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1585,circular pipe,0.3,,,1.0,0.00408,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.062,,source-data Manning estimate,0.062,0.037,0.071,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1585,,,,,,,,True,0.026,-5.45,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.062
SWD-LINE-1613,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1613,circular pipe,0.3,,,1.0,0.01173,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.105,,source-data Manning estimate,0.105,0.063,0.121,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1613,,,,,,,,False,0.381,-99.463,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.105
SWD-LINE-1612,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1612,circular pipe,0.3,,,1.0,0.0055,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.072,,source-data Manning estimate,0.072,0.043,0.083,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1612,,,,,,,,True,0.271,-4.681,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.072
SWD-LINE-414,local storm drain,STORM_WATER_DRAIN,SWD-LINE-414,circular pipe,0.2,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.031,0.013,,source-data Manning estimate,0.013,0.008,0.015,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-414,,,,,,,,False,0.34,-46.265,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.013
SWD-LINE-411,local storm drain,STORM_WATER_DRAIN,SWD-LINE-411,circular pipe,0.2,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.031,0.013,,source-data Manning estimate,0.013,0.008,0.015,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-411,,,,,,,,False,0.337,-65.225,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.013
SWD-LINE-280,local storm drain,STORM_WATER_DRAIN,SWD-LINE-280,circular pipe,0.275,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.059,0.03,,source-data Manning estimate,0.03,0.018,0.034,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-280,,,,,,,,False,0.17,-69.711,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.03
SWD-LINE-413,local storm drain,STORM_WATER_DRAIN,SWD-LINE-413,circular pipe,0.2,,,1.0,0.00919,surface slope proxy; replace with surveyed invert slope,0.013,0.031,0.031,,source-data Manning estimate,0.031,0.019,0.036,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-413,,,,,,,,False,0.426,-83.752,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.031
SWD-LINE-415,local storm drain,STORM_WATER_DRAIN,SWD-LINE-415,circular pipe,0.2,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.031,0.013,,source-data Manning estimate,0.013,0.008,0.015,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-415,,,,,,,,False,0.173,-18.607,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.013
SWD-LINE-416,local storm drain,STORM_WATER_DRAIN,SWD-LINE-416,circular pipe,0.2,,,1.0,0.0027,surface slope proxy; replace with surveyed invert slope,0.013,0.031,0.017,,source-data Manning estimate,0.017,0.01,0.02,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-416,,,,,,,,False,0.115,-16.803,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.017
SWD-LINE-295,local storm drain,STORM_WATER_DRAIN,SWD-LINE-295,circular pipe,0.275,,,1.0,0.00481,surface slope proxy; replace with surveyed invert slope,0.013,0.059,0.053,,source-data Manning estimate,0.053,0.032,0.061,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-295,,,,,,,,False,0.955,-286.704,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.053
SWD-LINE-410,local storm drain,STORM_WATER_DRAIN,SWD-LINE-410,circular pipe,0.2,,,1.0,0.01193,surface slope proxy; replace with surveyed invert slope,0.013,0.031,0.036,,source-data Manning estimate,0.036,0.022,0.041,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-410,,,,,,,,False,0.296,-56.918,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.036
SWD-LINE-279,local storm drain,STORM_WATER_DRAIN,SWD-LINE-279,circular pipe,0.275,,,1.0,0.01492,surface slope proxy; replace with surveyed invert slope,0.013,0.059,0.094,,source-data Manning estimate,0.094,0.056,0.108,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-279,,,,,,,,False,0.026,-85.82,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.094
SWD-LINE-278,local storm drain,STORM_WATER_DRAIN,SWD-LINE-278,circular pipe,0.275,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.059,0.03,,source-data Manning estimate,0.03,0.018,0.034,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-278,,,,,,,,False,0.038,-81.672,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.03
SWD-LINE-169,local storm drain,STORM_WATER_DRAIN,SWD-LINE-169,circular pipe,0.3,,,1.0,0.00075,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.026,,source-data Manning estimate,0.026,0.016,0.03,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-169,,,,,,,,False,0.451,-413.458,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.026
SWD-LINE-285,local storm drain,STORM_WATER_DRAIN,SWD-LINE-285,circular pipe,0.275,,,1.0,0.00962,surface slope proxy; replace with surveyed invert slope,0.013,0.059,0.075,,source-data Manning estimate,0.075,0.045,0.086,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-285,,,,,,,,False,0.53,-83.082,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.075
SWD-LINE-283,local storm drain,STORM_WATER_DRAIN,SWD-LINE-283,circular pipe,0.275,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.059,0.03,,source-data Manning estimate,0.03,0.018,0.034,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-283,,,,,,,,False,0.047,-46.575,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.03
SWD-LINE-284,local storm drain,STORM_WATER_DRAIN,SWD-LINE-284,circular pipe,0.275,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.059,0.03,,source-data Manning estimate,0.03,0.018,0.034,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-284,,,,,,,,False,0.004,-39.981,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.03
SWD-LINE-286,local storm drain,STORM_WATER_DRAIN,SWD-LINE-286,circular pipe,0.275,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.059,0.03,,source-data Manning estimate,0.03,0.018,0.034,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-286,,,,,,,,False,0.239,-61.706,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.03
SWD-LINE-288,local storm drain,STORM_WATER_DRAIN,SWD-LINE-288,circular pipe,0.275,,,1.0,0.00906,surface slope proxy; replace with surveyed invert slope,0.013,0.059,0.073,,source-data Manning estimate,0.073,0.044,0.084,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-288,,,,,,,,True,0.064,-0.303,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.073
SWD-LINE-252,local storm drain,STORM_WATER_DRAIN,SWD-LINE-252,circular pipe,0.4,,,1.0,0.00898,surface slope proxy; replace with surveyed invert slope,0.013,0.126,0.197,,source-data Manning estimate,0.197,0.118,0.227,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-252,,,,,,,,False,0.347,-195.596,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.197
SWD-LINE-287,local storm drain,STORM_WATER_DRAIN,SWD-LINE-287,circular pipe,0.275,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.059,0.03,,source-data Manning estimate,0.03,0.018,0.034,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-287,,,,,,,,False,0.173,-48.529,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.03
SWD-LINE-290,local storm drain,STORM_WATER_DRAIN,SWD-LINE-290,circular pipe,0.275,,,1.0,0.00075,surface slope proxy; replace with surveyed invert slope,0.013,0.059,0.021,,source-data Manning estimate,0.021,0.013,0.024,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-290,,,,,,,,True,0.019,112.755,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.021
SWD-LINE-291,local storm drain,STORM_WATER_DRAIN,SWD-LINE-291,circular pipe,0.275,,,1.0,0.01664,surface slope proxy; replace with surveyed invert slope,0.013,0.059,0.099,,source-data Manning estimate,0.099,0.059,0.114,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-291,,,,,,,,False,0.203,-52.52,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.099
SWD-LINE-1610,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1610,circular pipe,0.3,,,1.0,0.0088,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.091,,source-data Manning estimate,0.091,0.055,0.105,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1610,,,,,,,,True,0.378,4.501,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.091
SWD-LINE-1609,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1609,circular pipe,0.3,,,1.0,0.0018,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.041,,source-data Manning estimate,0.041,0.025,0.047,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1609,,,,,,,,False,0.255,-149.683,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.041
SWD-LINE-1602,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1602,circular pipe,0.3,,,1.0,0.00399,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.061,,source-data Manning estimate,0.061,0.037,0.07,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1602,,,,,,,,False,0.428,-302.945,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.061
SWD-LINE-1605,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1605,circular pipe,0.3,,,1.0,0.00557,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.072,,source-data Manning estimate,0.072,0.043,0.083,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1605,,,,,,,,True,0.058,76.068,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.072
SWD-LINE-1608,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1608,circular pipe,0.3,,,1.0,0.00231,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.047,,source-data Manning estimate,0.047,0.028,0.054,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1608,,,,,,,,True,0.242,4.646,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.047
SWD-LINE-1606,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1606,circular pipe,0.3,,,1.0,0.00525,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.07,,source-data Manning estimate,0.07,0.042,0.081,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1606,,,,,,,,True,0.058,0.886,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.07
SWD-LINE-1607,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1607,circular pipe,0.3,,,1.0,0.00252,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.048,,source-data Manning estimate,0.048,0.029,0.055,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1607,,,,,,,,True,0.139,1.082,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.048
SWD-LINE-1603,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1603,circular pipe,0.3,,,1.0,0.00237,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.047,,source-data Manning estimate,0.047,0.028,0.054,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1603,,,,,,,,False,0.138,-144.933,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.047
SWD-LINE-174,local storm drain,STORM_WATER_DRAIN,SWD-LINE-174,circular pipe,0.3,,,1.0,0.01339,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.112,,source-data Manning estimate,0.112,0.067,0.129,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-174,,,,,,,,False,0.421,-205.893,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.112
SWD-LINE-1534,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1534,circular pipe,0.3,,,1.0,0.0009,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.029,,source-data Manning estimate,0.029,0.017,0.033,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1534,,,,,,,,False,0.788,-545.504,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.029
SWD-LINE-1615,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1615,circular pipe,0.3,,,1.0,0.00693,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.08,,source-data Manning estimate,0.08,0.048,0.092,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1615,,,,,,,,False,0.676,-156.886,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.08
SWD-LINE-176,local storm drain,STORM_WATER_DRAIN,SWD-LINE-176,circular pipe,0.3,,,1.0,0.00331,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.056,,source-data Manning estimate,0.056,0.034,0.064,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-176,,,,,,,,False,0.199,-95.459,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.056
SWD-LINE-1604,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1604,circular pipe,0.3,,,1.0,0.01751,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.128,,source-data Manning estimate,0.128,0.077,0.147,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1604,,,,,,,,True,0.039,3.896,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.128
SWD-LINE-175,local storm drain,STORM_WATER_DRAIN,SWD-LINE-175,circular pipe,0.3,,,1.0,0.01254,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.108,,source-data Manning estimate,0.108,0.065,0.124,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-175,,,,,,,,True,0.074,2.714,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.108
SWD-LINE-1631,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1631,circular pipe,0.3,,,1.0,0.01512,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.119,,source-data Manning estimate,0.119,0.071,0.137,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1631,,,,,,,,True,0.161,-0.874,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.119
SWD-LINE-1632,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1632,circular pipe,0.3,,,1.0,0.0142,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.115,,source-data Manning estimate,0.115,0.069,0.132,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1632,,,,,,,,False,0.28,-63.798,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.115
SWD-LINE-1630,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1630,circular pipe,0.3,,,1.0,0.00716,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.082,,source-data Manning estimate,0.082,0.049,0.094,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1630,,,,,,,,False,0.624,-191.664,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.082
SWD-LINE-1633,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1633,circular pipe,0.3,,,1.0,0.0015,default slope; surface slope unsuitable for pipe invert,0.013,0.071,0.037,,source-data Manning estimate,0.037,0.022,0.043,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1633,,,,,,,,True,0.037,-1.598,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.037
SWD-LINE-173,local storm drain,STORM_WATER_DRAIN,SWD-LINE-173,circular pipe,0.3,,,1.0,0.00348,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.057,,source-data Manning estimate,0.057,0.034,0.066,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-173,,,,,,,,False,0.836,-205.799,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.057
SWD-LINE-1617,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1617,circular pipe,0.3,,,1.0,0.01013,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.097,,source-data Manning estimate,0.097,0.058,0.112,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1617,,,,,,,,True,0.046,3.324,terrain high-to-low direction moves toward or roughly along main-leg proximity,not_applicable,,0.097
SWD-LINE-1621,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1621,circular pipe,0.3,,,1.0,0.00933,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.093,,source-data Manning estimate,0.093,0.056,0.107,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1621,,,,,,,,False,0.418,-114.53,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.093
SWD-LINE-1616,local storm drain,STORM_WATER_DRAIN,SWD-LINE-1616,circular pipe,0.3,,,1.0,0.01165,surface slope proxy; replace with surveyed invert slope,0.013,0.071,0.104,,source-data Manning estimate,0.104,0.062,0.12,medium where diameter/depth exists; field-check invert and blockage,diameter field,,MCG,MCG_drain_inventory_diameter_field,STORM_WATER_DRAIN:SWD-LINE-1616,,,,,,,,False,0.606,-116.707,terrain high-to-low endpoint is farther from main legs; do not force reversal without surveyed invert evidence,not_applicable,,0.104
